target tetha2,robot tetha 2,target kecepatan tetha 2,robot keepatan tetha 2,target akselerasi tetha 2,robot percepatan tetha 2
109.96917724609375,107.51314544677734,1.2321,1.1932,-0.0808,-0.0889
110.1716079711914,107.89028930664062,1.2146,2.263,-0.0788,0.0642
110.3705825805664,108.26399993896484,1.1939,2.2424,-0.0776,-0.0012
110.56529998779297,108.42857360839844,1.1684,0.9875,-0.0763,-0.0753
110.75655364990234,108.7577133178711,1.1476,1.9749,-0.0747,0.0592
110.94435119628906,109.08342742919922,1.1268,1.9544,-0.0733,-0.0012
111.12881469726562,109.23771667480469,1.1068,0.9258,-0.072,-0.0617
111.30967712402344,109.52571105957031,1.0852,1.728,-0.0707,0.0481
111.4877700805664,109.81028747558594,1.0686,1.7075,-0.0694,-0.0012
111.66140747070312,109.94742584228516,1.0419,0.8229,-0.0683,-0.0531
111.83235168457031,110.20114135742188,1.0257,1.5224,-0.0666,0.042
112.00094604492188,110.447998046875,1.0116,1.4812,-0.0655,-0.0025
112.16395568847656,110.56800079345703,0.9781,0.72,-0.0646,-0.0457
112.32609558105469,110.82514190673828,0.9729,1.5429,-0.0626,0.0494
112.4837875366211,111.06513977050781,0.9462,1.44,-0.0621,-0.0062
112.63921356201172,111.15771484375,0.9326,0.5555,-0.0605,-0.0531
112.79071044921875,111.394287109375,0.909,1.4195,-0.0596,0.0518
