target tetha 1,target tetha 2,target tetha 3,target tetha 4,robot tetha 1,robot tetha 2,robot tetha 3,robot tetha 4,target kecepatan tetha1,target kecepatan tetha2,target kecepatan tetha3,target kecepatan tetha4,robot kecepatan tetha 1,robot kecepatan tetha 2,robot kecepatan tetha 3,robot kecepatan tetha 4,target percepatan tetha 1,target percepatan tetha 2,target percepatan tetha 3,target percepatan tetha 4,robot percepatan tetha 1,robot percepatan tetha 2,robot percepatan tetha 3,robot percepatan tetha 4
0.14877906441688538,119.36251068115234,-51.42233657836914,106.72476959228516,-0.06666667014360428,119.57828521728516,-52.66849136352539,107.02833557128906,0.0741,-0.0286,1.0786,-0.1322,0.0,0.0,0.0,0.0,-0.0044,0.0018,-0.0588,0.0077,0.0,0.0,0.0,0.0
0.16184063255786896,119.35765075683594,-51.21585464477539,106.70096588134766,-0.06666667014360428,119.57828521728516,-52.635616302490234,107.02833557128906,0.0784,-0.0292,1.2389,-0.1428,0.0,0.0,0.1973,0.0,-0.0047,0.0018,-0.0682,0.0084,0.0,0.0,0.0118,0.0
0.17565062642097473,119.35269927978516,-50.979793548583984,106.67523956298828,-0.06666667014360428,119.57828521728516,-52.635616302490234,107.02833557128906,0.0829,-0.0297,1.4164,-0.1544,0.0,0.0,0.0,0.0,-0.005,0.0019,-0.0784,0.0091,0.0,0.0,-0.0118,0.0
0.19037674367427826,119.34761047363281,-50.708919525146484,106.647216796875,-0.06666667014360428,119.57828521728516,-52.635616302490234,107.02833557128906,0.0884,-0.0305,1.6253,-0.1681,0.0,0.0,0.0,0.0,-0.0053,0.0019,-0.0897,0.0098,0.0,0.0,0.0,0.0
0.20609401166439056,119.34236907958984,-50.39945983886719,106.61666107177734,-0.06666667014360428,119.57828521728516,-52.60274124145508,107.02833557128906,0.0943,-0.0314,1.8568,-0.1833,0.0,0.0,0.1973,0.0,-0.0056,0.0019,-0.1029,0.0107,0.0,0.0,0.0118,0.0
0.22248096764087677,119.33710479736328,-50.056434631347656,106.5841064453125,-0.06666667014360428,119.57828521728516,-52.60274124145508,106.83800506591797,0.0983,-0.0316,2.0582,-0.1953,0.0,0.0,0.0,-1.142,-0.006,0.002,-0.1176,0.0116,0.0,0.0,-0.0118,-0.0685
0.2399691343307495,119.33168029785156,-49.67013931274414,106.54862976074219,-0.06666667014360428,119.57828521728516,-52.569862365722656,106.71112060546875,0.1049,-0.0325,2.3179,-0.2129,0.0,0.0,0.1973,-0.7613,-0.0063,0.002,-0.1306,0.0124,0.0,0.0,0.0118,0.0228
0.258562833070755,119.32612609863281,-49.24012756347656,106.5101089477539,-0.06666667014360428,119.57828521728516,-52.569862365722656,106.71112060546875,0.1116,-0.0333,2.5802,-0.2311,0.0,0.0,0.0,0.0,-0.0067,0.0021,-0.1469,0.0135,0.0,0.0,-0.0118,0.0457
0.2781759202480316,119.32046508789062,-48.769493103027344,106.46862030029297,-0.06666667014360428,119.57828521728516,-52.5369873046875,106.71112060546875,0.1177,-0.034,2.8239,-0.2489,0.0,0.0,0.1973,0.0,-0.0071,0.0021,-0.1636,0.0147,0.0,0.0,0.0118,0.0
0.29905426502227783,119.31465911865234,-48.254783630371094,106.42353057861328,-0.06666667014360428,119.57828521728516,-52.5369873046875,106.71112060546875,0.1253,-0.0348,3.0884,-0.2705,0.0,0.0,0.0,0.0,-0.0075,0.0022,-0.1793,0.0158,0.0,0.0,-0.0118,0.0
0.3211440145969391,119.30873107910156,-47.70126724243164,106.37482452392578,-0.06666667014360428,119.57828521728516,-52.50410842895508,106.71112060546875,0.1325,-0.0356,3.3212,-0.2922,0.0,0.0,0.1973,0.0,-0.008,0.0022,-0.1961,0.0172,0.0,0.0,0.0118,0.0
0.3446037173271179,119.30265045166016,-47.11066436767578,106.3220443725586,-0.06666667014360428,119.57828521728516,-52.50410842895508,106.71112060546875,0.1408,-0.0365,3.5438,-0.3167,0.0,0.0,0.0,0.0,-0.0084,0.0023,-0.211,0.0186,0.0,0.0,-0.0118,0.0
0.36941638588905334,119.29645538330078,-46.49077224731445,106.26507568359375,-0.06666667014360428,119.57828521728516,-52.50410842895508,106.71112060546875,0.1489,-0.0372,3.7195,-0.3418,0.0,0.0,0.0,0.0,-0.009,0.0023,-0.2253,0.0201,0.0,0.0,0.0,0.0
0.39576518535614014,119.29010772705078,-45.84595489501953,106.20335388183594,0.36666667461395264,119.57828521728516,-52.50410842895508,106.71112060546875,0.1581,-0.0381,3.8691,-0.3703,2.6001,0.0,0.0,0.0,-0.0095,0.0024,-0.2367,0.0217,0.156,0.0,0.0,0.0
0.4235255718231201,119.28365325927734,-45.189327239990234,106.13703918457031,0.36666667461395264,119.57828521728516,-52.50410842895508,106.71112060546875,0.1666,-0.0387,3.9399,-0.3979,0.0,0.0,0.0,0.0,-0.0101,0.0024,-0.2464,0.0235,-0.156,0.0,0.0,0.0
0.4530469477176666,119.27703094482422,-44.523597717285156,106.06513977050781,0.36666667461395264,119.57828521728516,-52.50410842895508,106.41505432128906,0.1771,-0.0397,3.9945,-0.4314,0.0,0.0,0.0,-1.7765,-0.0106,0.0025,-0.2512,0.0253,0.0,0.0,0.0,-0.1066
0.48450717329978943,119.27021789550781,-43.85673904418945,105.98702239990234,0.36666667461395264,119.57828521728516,-52.27397155761719,106.41505432128906,0.1888,-0.0409,4.0013,-0.4687,0.0,0.0,1.3809,0.0,-0.0113,0.0025,-0.2548,0.0274,0.0,0.0,0.0829,0.1066
0.5175763368606567,119.2633056640625,-43.20689392089844,105.90335083007812,0.3333333432674408,119.57828521728516,-51.94520568847656,106.41505432128906,0.1984,-0.0415,3.8992,-0.502,-0.2,0.0,1.9727,0.0,-0.012,0.0026,-0.2554,0.0298,-0.012,0.0,0.0355,0.0
0.5526469349861145,119.25623321533203,-42.57643508911133,105.81295013427734,0.3333333432674408,119.51314544677734,-51.22191619873047,106.41505432128906,0.2104,-0.0424,3.7829,-0.5424,0.0,-0.3909,4.3399,0.0,-0.0126,0.0026,-0.2493,0.0319,0.012,-0.0235,0.142,0.0
0.5900222063064575,119.24895477294922,-41.97004699707031,105.71484375,0.3333333432674408,119.4548568725586,-50.46575164794922,106.07669067382812,0.2243,-0.0437,3.6385,-0.5887,0.0,-0.3497,4.5372,-2.0303,-0.0134,0.0027,-0.2419,0.0345,0.0,0.0025,0.0118,-0.1218
0.6293027400970459,119.2415771484375,-41.40202713012695,105.6098861694336,0.3333333432674408,119.45143127441406,-49.9068489074707,106.0555419921875,0.2357,-0.0443,3.4083,-0.6298,0.0,-0.0206,3.3536,-0.1269,-0.0143,0.0028,-0.2328,0.0374,0.0,0.0197,-0.071,0.1142
0.6711346507072449,119.2339859008789,-40.86917495727539,105.49615478515625,0.3333333432674408,119.45143127441406,-48.953426361083984,106.07669067382812,0.251,-0.0455,3.1972,-0.6824,0.0,0.0,5.7208,0.1269,-0.015,0.0028,-0.2185,0.04,0.0,0.0012,0.142,0.0152
0.7152979969978333,119.22624969482422,-40.379180908203125,105.37403869628906,0.4000000059604645,119.4548568725586,-48.427398681640625,105.8652114868164,0.265,-0.0464,2.9401,-0.7327,0.4,0.0206,3.1563,-1.2689,-0.016,0.0029,-0.205,0.0433,0.024,0.0012,-0.1539,-0.0838
0.7621952295303345,119.21831512451172,-39.93056869506836,105.24221801757812,0.4000000059604645,119.4548568725586,-48.16438293457031,105.80177307128906,0.2814,-0.0476,2.6918,-0.791,0.0,0.0,1.5782,-0.3806,-0.0169,0.003,-0.1887,0.0466,-0.024,-0.0012,-0.0947,0.0533
0.8115803003311157,119.21025085449219,-39.52696990966797,105.10118103027344,0.4000000059604645,119.45143127441406,-47.210960388183594,105.78062438964844,0.2963,-0.0484,2.4217,-0.8463,0.0,-0.0206,5.7208,-0.1269,-0.0179,0.003,-0.1728,0.0503,0.0,-0.0012,0.2486,0.0152
0.8638837337493896,119.20199584960938,-39.16468811035156,104.94951629638672,0.36666667461395264,119.45143127441406,-46.22465896606445,105.6325912475586,0.3138,-0.0495,2.1738,-0.91,-0.2,0.0,5.918,-0.8882,-0.0189,0.0031,-0.1557,0.0538,-0.012,0.0012,0.0118,-0.0457
0.9193770289421082,119.19353485107422,-38.84143829345703,104.78622436523438,0.4000000059604645,119.4548568725586,-45.96164321899414,105.48455810546875,0.333,-0.0508,1.9396,-0.9798,0.2,0.0206,1.5782,-0.8882,-0.02,0.0032,-0.1398,0.0578,0.024,0.0012,-0.2604,-0.0
0.9779829978942871,119.18490600585938,-38.55625915527344,104.6113510131836,0.8333333134651184,119.45143127441406,-45.402740478515625,105.4422607421875,0.3516,-0.0518,1.7111,-1.0493,2.6001,-0.0206,3.3536,-0.2538,-0.0212,0.0032,-0.1248,0.0623,0.144,-0.0025,0.1065,0.0381
1.0404243469238281,119.17601776123047,-38.304039001464844,104.42253112792969,0.8666666746139526,119.45143127441406,-44.61369705200195,105.20963287353516,0.3747,-0.0533,1.5134,-1.133,0.2,0.0,4.7344,-1.3958,-0.0224,0.0033,-0.1102,0.0667,-0.144,0.0012,0.0829,-0.0685
1.1060633659362793,119.16698455810547,-38.08509063720703,104.22154998779297,0.8666666746139526,119.45143127441406,-44.416439056396484,105.16734313964844,0.3938,-0.0542,1.3137,-1.2059,0.0,0.0,1.1836,-0.2537,-0.0238,0.0034,-0.0974,0.072,-0.012,0.0,-0.2131,0.0685
1.1753215789794922,119.15777587890625,-37.89500427246094,104.00700378417969,0.8666666746139526,119.45143127441406,-43.4630126953125,105.12504577636719,0.4156,-0.0553,1.1406,-1.2873,0.0,0.0,5.7208,-0.2538,-0.0251,0.0035,-0.0847,0.0767,0.0,0.0,0.2722,-0.0
1.2491679191589355,119.14828491210938,-37.728973388671875,103.77577209472656,0.8666666746139526,119.45143127441406,-42.50959014892578,104.78668212890625,0.4431,-0.0569,0.9962,-1.3874,0.0,0.0,5.7208,-2.0303,-0.0264,0.0035,-0.0735,0.0818,0.0,0.0,-0.0,-0.1066
1.3268229961395264,119.13863372802734,-37.586456298828125,103.53021240234375,0.8666666746139526,119.45143127441406,-42.24657440185547,104.78668212890625,0.4659,-0.0579,0.8551,-1.4734,0.0,0.0,1.5782,0.0,-0.0282,0.0036,-0.0642,0.0882,0.0,0.0,-0.2486,0.1218
1.4089583158493042,119.1287612915039,-37.46369552612305,103.26819610595703,0.8666666746139526,119.45143127441406,-41.49040985107422,104.49061584472656,0.4928,-0.0592,0.7366,-1.5722,0.0,0.0,4.5372,-1.7765,-0.0296,0.0037,-0.0552,0.0937,0.0,0.0,0.1775,-0.1066
1.4959685802459717,119.11863708496094,-37.358070373535156,102.98849487304688,0.8666666746139526,119.41028594970703,-40.66849136352539,104.25798797607422,0.5221,-0.0607,0.6338,-1.6783,0.0,-0.2469,4.9317,-1.3958,-0.0313,0.0038,-0.0475,0.1,0.0,-0.0148,0.0237,0.0228
1.5874910354614258,119.10834503173828,-37.26799392700195,102.69236755371094,0.8666666746139526,119.37942504882812,-40.339725494384766,104.2156982421875,0.5492,-0.0618,0.5405,-1.7768,0.0,-0.1852,1.9727,-0.2537,-0.0332,0.0039,-0.0409,0.1067,0.0,0.0037,-0.1775,0.0685
1.6849901676177979,119.09772491455078,-37.19035339355469,102.37523651123047,1.2666666507720947,119.369140625,-39.583560943603516,103.83503723144531,0.585,-0.0637,0.4659,-1.9029,2.4001,-0.0617,4.5372,-2.2841,-0.0349,0.0039,-0.0349,0.113,0.144,0.0074,0.1539,-0.1218
1.787411093711853,119.08692932128906,-37.124481201171875,102.04077911376953,1.2999999523162842,119.369140625,-39.024658203125,103.58126831054688,0.6146,-0.0648,0.3952,-2.0068,0.2,0.0,3.3536,-1.5227,-0.0372,0.0041,-0.03,0.121,-0.132,0.0037,-0.071,0.0457
1.8949618339538574,119.0759506225586,-37.068603515625,101.68868255615234,1.2999999523162842,119.369140625,-38.5315055847168,103.56011962890625,0.6453,-0.0659,0.3353,-2.1127,0.0,0.0,2.959,-0.1269,-0.0391,0.0041,-0.0255,0.1277,-0.012,0.0,-0.0237,0.0838
2.0087313652038574,119.064697265625,-37.02088928222656,101.31584167480469,1.3333333730697632,119.369140625,-38.301368713378906,103.20060729980469,0.6826,-0.0675,0.2863,-2.2371,0.2,0.0,1.3809,-2.1572,-0.0411,0.0042,-0.0216,0.1344,0.012,0.0,-0.0947,-0.1218
2.1289596557617188,119.05317687988281,-36.98023223876953,100.92204284667969,1.8333333730697632,119.369140625,-37.97260284423828,102.904541015625,0.7214,-0.0691,0.244,-2.3629,3.0001,0.0,1.9727,-1.7765,-0.0434,0.0043,-0.0185,0.1423,0.168,0.0,0.0355,0.0228
2.2562575340270996,119.0413589477539,-36.945556640625,100.50599670410156,1.8333333730697632,119.369140625,-37.939727783203125,102.54502868652344,0.7638,-0.0709,0.2081,-2.4964,0.0,0.0,0.1973,-2.1572,-0.0459,0.0044,-0.0158,0.1503,-0.18,0.0,-0.1065,-0.0228
2.3907723426818848,119.02925109863281,-36.916072845458984,100.06809997558594,1.8666666746139526,119.290283203125,-37.709590911865234,102.22781372070312,0.8071,-0.0727,0.1769,-2.6275,0.2,-0.4732,1.3809,-1.9034,-0.0486,0.0045,-0.0134,0.1588,0.012,-0.0284,0.071,0.0152
2.5312371253967285,119.01698303222656,-36.89128875732422,99.61345672607422,1.8666666746139526,119.25942993164062,-37.24931335449219,102.01634216308594,0.8428,-0.0736,0.1487,-2.728,0.0,-0.1851,2.7618,-1.2689,-0.0513,0.0046,-0.0114,0.1672,-0.012,0.0173,0.0829,0.0381
2.6797239780426025,119.00440216064453,-36.870182037353516,99.13652038574219,1.899999976158142,119.2491455078125,-37.21643829345703,101.63568115234375,0.891,-0.0755,0.1266,-2.8617,0.2,-0.0617,0.1973,-2.2841,-0.0536,0.0047,-0.0096,0.1737,0.012,0.0074,-0.1539,-0.0609
2.836766242980957,118.99149322509766,-36.85221862792969,98.636962890625,1.8666666746139526,119.2491455078125,-37.24931335449219,101.31846618652344,0.9423,-0.0775,0.1078,-2.9975,-0.2,0.0,-0.1973,-1.9034,-0.0567,0.0048,-0.0082,0.1821,-0.024,0.0037,-0.0237,0.0228
3.0016942024230957,118.97832489013672,-36.8370361328125,98.11846160888672,2.3333332538604736,119.24571228027344,-37.24931335449219,100.59944152832031,0.9896,-0.079,0.0911,-3.1111,2.8001,-0.0206,0.0,-4.3143,-0.0599,0.0049,-0.007,0.1908,0.18,-0.0012,0.0118,-0.1447
3.174755811691284,118.96490478515625,-36.8242073059082,97.58190155029297,2.3333332538604736,119.24571228027344,-37.28219223022461,100.5571517944336,1.0384,-0.0805,0.077,-3.2195,0.0,0.0,-0.1973,-0.2537,-0.063,0.005,-0.0059,0.1981,-0.168,0.0012,-0.0118,0.2436
3.3569328784942627,118.95117950439453,-36.813331604003906,97.02610778808594,2.299999952316284,119.24571228027344,-37.0191764831543,99.92272186279297,1.0931,-0.0824,0.0653,-3.3349,-0.2,0.0,1.5782,-3.8067,-0.0661,0.0051,-0.005,0.2051,-0.012,0.0,0.1065,-0.2132
3.5506656169891357,118.93698120117188,-36.804019927978516,96.44591522216797,2.7333333492279053,119.2491455078125,-37.05205535888672,99.11911010742188,1.1624,-0.0852,0.0559,-3.4813,2.6001,0.0206,-0.1973,-4.8219,-0.0696,0.0053,-0.0042,0.2124,0.168,0.0012,-0.1065,-0.0609
3.7526562213897705,118.9225845336914,-36.796207427978516,95.85353088378906,2.7666666507720947,119.24571228027344,-37.1178092956543,99.01336669921875,1.212,-0.0864,0.0469,-3.5544,0.2,-0.0206,-0.3945,-0.6345,-0.0739,0.0054,-0.0036,0.2216,-0.144,-0.0025,-0.0118,0.2513
3.963660955429077,118.90795135498047,-36.78962707519531,95.24893188476562,2.799999952316284,119.2491455078125,-37.05205535888672,98.8653335571289,1.2661,-0.0878,0.0395,-3.6277,0.2,0.0206,0.3945,-0.8882,-0.0772,0.0055,-0.003,0.2266,0.0,0.0025,0.0473,-0.0152
4.186474323272705,118.89289855957031,-36.784027099609375,94.626708984375,2.8333332538604736,119.20457458496094,-37.084930419921875,98.08287048339844,1.3369,-0.0903,0.0336,-3.7335,0.2,-0.2674,-0.1973,-4.695,-0.0806,0.0056,-0.0026,0.2313,0.0,-0.0173,-0.0355,-0.2284
4.419912815093994,118.87753295898438,-36.77928924560547,93.99300384521484,3.1666667461395264,119.17371368408203,-37.05205535888672,97.7445068359375,1.4007,-0.0922,0.0284,-3.8024,2.0001,-0.1852,0.1973,-2.0303,-0.0851,0.0058,-0.0022,0.2379,0.108,0.0049,0.0237,0.1599
4.664037704467773,118.86186981201172,-36.77529525756836,93.35040283203125,3.299999952316284,119.1634292602539,-37.084930419921875,97.15237426757812,1.4648,-0.094,0.024,-3.8558,0.8,-0.0617,-0.1973,-3.5529,-0.0892,0.0059,-0.0018,0.2424,-0.072,0.0074,-0.0237,-0.0914
4.920947074890137,118.84577941894531,-36.77189636230469,92.69636535644531,3.3333332538604736,119.12228393554688,-37.05205535888672,96.07384490966797,1.5415,-0.0965,0.0204,-3.9244,0.2,-0.2469,0.1973,-6.4714,-0.0932,0.006,-0.0015,0.2459,-0.036,-0.0111,0.0237,-0.1751
5.189538478851318,118.8293685913086,-36.76902770996094,92.03679656982422,3.8333332538604736,119.12228393554688,-37.084930419921875,95.75662994384766,1.6116,-0.0985,0.0172,-3.9576,3.0001,0.0,-0.1973,-1.9034,-0.0981,0.0062,-0.0013,0.2502,0.168,0.0148,-0.0237,0.2741
5.471927165985107,118.81250762939453,-36.7665901184082,91.36968231201172,3.8333332538604736,119.12228393554688,-36.657535552978516,95.43941497802734,1.6944,-0.1012,0.0146,-4.0028,0.0,0.0,2.5645,-1.9034,-0.1026,0.0063,-0.0011,0.2525,-0.18,0.0,0.1657,0.0
5.764501094818115,118.79542541503906,-36.764549255371094,90.70640563964844,4.266666889190674,119.12228393554688,-36.23013687133789,94.69924926757812,1.7555,-0.1025,0.0122,-3.9798,2.6001,0.0,2.5645,-4.4412,-0.1078,0.0065,-0.0009,0.2553,0.156,0.0,-0.0,-0.1523
6.072212219238281,118.7778549194336,-36.76280975341797,90.03865051269531,4.333333492279053,119.12228393554688,-36.328765869140625,94.12825775146484,1.8463,-0.1054,0.0104,-4.0067,0.4,0.0,-0.5918,-3.4261,-0.1118,0.0065,-0.0008,0.2541,-0.132,0.0,-0.1894,0.0609
6.3947954177856445,118.75981903076172,-36.761329650878906,89.37042999267578,4.833333492279053,119.0605697631836,-36.3945198059082,93.02857971191406,1.9356,-0.1082,0.0089,-4.0095,3.0001,-0.3703,-0.3945,-6.5983,-0.1175,0.0067,-0.0007,0.2557,0.156,-0.0222,0.0118,-0.1903
6.727748870849609,118.74156951904297,-36.76009750366211,88.71358489990234,4.866666793823242,119.0125732421875,-36.427398681640625,92.6690673828125,1.9978,-0.1095,0.0074,-3.9412,0.2,-0.288,-0.1973,-2.1572,-0.1232,0.0069,-0.0006,0.2559,-0.168,0.0049,0.0118,0.2665
7.0767717361450195,118.72280883789062,-36.7590446472168,88.05935668945312,4.900000095367432,118.99885559082031,-36.3945198059082,92.2461166381836,2.0942,-0.1126,0.0063,-3.9255,0.2,-0.0823,0.1973,-2.5378,-0.1273,0.007,-0.0005,0.2518,0.0,0.0123,0.0237,-0.0228
